instance_id,task,condition,style,gold,model,model_family,is_think,predicted,parsed,exact,primary,absolute_error,non_terminating,non_terminating_source,n_new_tokens,wording,has_marker,shortcut_score,response_len_chars,failure_type,length_outlier
node_count/20,node_count,none,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,792,correct,False
node_count/20,node_count,rwse,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,405,correct,False
node_count/20,node_count,rwse,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,640,correct,False
node_count/21,node_count,all,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,310,correct,False
node_count/21,node_count,all,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1043,correct,False
node_count/21,node_count,clustering,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,338,correct,False
node_count/21,node_count,clustering,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,805,correct,False
node_count/21,node_count,components,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,329,correct,False
node_count/21,node_count,components,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,787,correct,False
node_count/21,node_count,degree,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,453,correct,False
node_count/21,node_count,degree,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,794,correct,False
node_count/21,node_count,filler,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,839,correct,False
node_count/21,node_count,none,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,421,correct,False
node_count/21,node_count,none,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,723,correct,False
node_count/21,node_count,rwse,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,570,correct,False
node_count/21,node_count,rwse,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,679,correct,False
node_count/22,node_count,all,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,343,correct,False
node_count/22,node_count,all,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1025,correct,False
node_count/22,node_count,clustering,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,305,correct,False
node_count/22,node_count,clustering,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,707,correct,False
node_count/22,node_count,components,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,535,correct,False
node_count/22,node_count,components,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,723,correct,False
node_count/22,node_count,degree,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,318,correct,False
node_count/22,node_count,degree,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,791,correct,False
node_count/22,node_count,filler,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,925,correct,False
node_count/22,node_count,none,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,550,correct,False
node_count/22,node_count,none,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,814,correct,False
node_count/22,node_count,rwse,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,473,correct,False
node_count/22,node_count,rwse,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,914,correct,False
node_count/23,node_count,all,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,489,correct,False
node_count/23,node_count,all,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,865,correct,False
node_count/23,node_count,clustering,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,338,correct,False
node_count/23,node_count,clustering,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,913,correct,False
node_count/23,node_count,components,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,329,correct,False
node_count/23,node_count,components,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,620,correct,False
node_count/23,node_count,degree,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,333,correct,False
node_count/23,node_count,degree,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,764,correct,False
node_count/23,node_count,filler,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,880,correct,False
node_count/23,node_count,none,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,421,correct,False
node_count/23,node_count,none,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,731,correct,False
node_count/23,node_count,rwse,zero_shot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,313,correct,False
node_count/23,node_count,rwse,zero_cot, 16.,gemma4-12b,gemma4-12b,False,16,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,861,correct,False
node_count/24,node_count,all,zero_shot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,368,correct,False
node_count/24,node_count,all,zero_cot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,754,correct,False
node_count/24,node_count,clustering,zero_shot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,357,correct,False
node_count/24,node_count,clustering,zero_cot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,659,correct,False
node_count/24,node_count,components,zero_shot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,326,correct,False
node_count/24,node_count,components,zero_cot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,1103,correct,False
node_count/24,node_count,degree,zero_shot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,377,correct,False
node_count/24,node_count,degree,zero_cot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,667,correct,False
node_count/24,node_count,filler,zero_cot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,941,correct,False
node_count/24,node_count,none,zero_shot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,433,correct,False
node_count/24,node_count,none,zero_cot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,568,correct,False
node_count/24,node_count,rwse,zero_shot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,329,correct,False
node_count/24,node_count,rwse,zero_cot, 10.,gemma4-12b,gemma4-12b,False,10,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,584,correct,False
node_count/25,node_count,all,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,287,correct,False
node_count/25,node_count,all,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,533,correct,False
node_count/25,node_count,clustering,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,491,correct,False
node_count/25,node_count,clustering,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,653,correct,False
node_count/25,node_count,components,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,269,correct,False
node_count/25,node_count,components,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,829,correct,False
node_count/25,node_count,degree,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,267,correct,False
node_count/25,node_count,degree,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,747,correct,False
node_count/25,node_count,filler,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,1434,correct,False
node_count/25,node_count,none,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,485,correct,False
node_count/25,node_count,none,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,678,correct,False
node_count/25,node_count,rwse,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,419,correct,False
node_count/25,node_count,rwse,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1102,correct,False
node_count/26,node_count,all,zero_shot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,286,correct,False
node_count/26,node_count,all,zero_cot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,707,correct,False
node_count/26,node_count,clustering,zero_shot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,310,correct,False
node_count/26,node_count,clustering,zero_cot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,665,correct,False
node_count/26,node_count,components,zero_shot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,305,correct,False
node_count/26,node_count,components,zero_cot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,703,correct,False
node_count/26,node_count,degree,zero_shot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,309,correct,False
node_count/26,node_count,degree,zero_cot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,634,correct,False
node_count/26,node_count,filler,zero_cot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,1636,correct,False
node_count/26,node_count,none,zero_shot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,345,correct,False
node_count/26,node_count,none,zero_cot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,703,correct,False
node_count/26,node_count,rwse,zero_shot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,435,correct,False
node_count/26,node_count,rwse,zero_cot, 13.,gemma4-12b,gemma4-12b,False,13,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1012,correct,False
node_count/27,node_count,all,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,315,correct,False
node_count/27,node_count,all,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,894,correct,False
node_count/27,node_count,clustering,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,323,correct,False
node_count/27,node_count,clustering,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,591,correct,False
node_count/27,node_count,components,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,319,correct,False
node_count/27,node_count,components,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,484,correct,False
node_count/27,node_count,degree,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,315,correct,False
node_count/27,node_count,degree,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,713,correct,False
node_count/27,node_count,filler,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,1605,correct,False
node_count/27,node_count,none,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,316,correct,False
node_count/27,node_count,none,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,484,correct,False
node_count/27,node_count,rwse,zero_shot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,290,correct,False
node_count/27,node_count,rwse,zero_cot, 7.,gemma4-12b,gemma4-12b,False,7,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,612,correct,False
node_count/28,node_count,all,zero_shot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,412,correct,False
node_count/28,node_count,all,zero_cot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,884,correct,False
node_count/28,node_count,clustering,zero_shot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,485,correct,False
node_count/28,node_count,clustering,zero_cot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1413,correct,False
node_count/28,node_count,components,zero_shot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,505,correct,False
node_count/28,node_count,components,zero_cot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,738,correct,False
node_count/28,node_count,degree,zero_shot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,485,correct,False
node_count/28,node_count,degree,zero_cot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,702,correct,False
node_count/28,node_count,filler,zero_cot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,1252,correct,False
node_count/28,node_count,none,zero_shot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,577,correct,False
node_count/28,node_count,none,zero_cot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,729,correct,False
node_count/28,node_count,rwse,zero_shot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,671,correct,False
node_count/28,node_count,rwse,zero_cot, 19.,gemma4-12b,gemma4-12b,False,19,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,728,correct,False
node_count/29,node_count,all,zero_shot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,301,correct,False
node_count/29,node_count,all,zero_cot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,832,correct,False
node_count/29,node_count,clustering,zero_shot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,301,correct,False
node_count/29,node_count,clustering,zero_cot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,746,correct,False
node_count/29,node_count,components,zero_shot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,363,correct,False
node_count/29,node_count,components,zero_cot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.076,689,correct,False
node_count/29,node_count,degree,zero_shot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,401,correct,False
node_count/29,node_count,degree,zero_cot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,719,correct,False
node_count/29,node_count,filler,zero_cot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,1.0,954,correct,False
node_count/29,node_count,none,zero_shot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,394,correct,False
node_count/29,node_count,none,zero_cot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.064,707,correct,False
node_count/29,node_count,rwse,zero_shot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,387,correct,False
node_count/29,node_count,rwse,zero_cot, 12.,gemma4-12b,gemma4-12b,False,12,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,945,correct,False
edge_count/0,edge_count,all,zero_shot, 115.,gemma4-12b,gemma4-12b,False,115,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,965,correct,False
edge_count/0,edge_count,all,zero_cot, 115.,gemma4-12b,gemma4-12b,False,6,True,0.0,0.0,109.0,False,ground_truth_file,,unaffected,False,1.0,1696,wrong,False
edge_count/0,edge_count,clustering,zero_shot, 115.,gemma4-12b,gemma4-12b,False,110,True,0.0,0.0,5.0,False,ground_truth_file,,unaffected,False,0.148,1698,wrong,False
edge_count/0,edge_count,clustering,zero_cot, 115.,gemma4-12b,gemma4-12b,False,17,True,0.0,0.0,98.0,False,ground_truth_file,,unaffected,False,0.148,1432,wrong,False
edge_count/0,edge_count,components,zero_shot, 115.,gemma4-12b,gemma4-12b,False,105,True,0.0,0.0,10.0,False,ground_truth_file,,unaffected,False,0.018,1748,wrong,False
edge_count/0,edge_count,components,zero_cot, 115.,gemma4-12b,gemma4-12b,False,14,True,0.0,0.0,101.0,False,ground_truth_file,,unaffected,False,0.018,1464,wrong,False
edge_count/0,edge_count,degree,zero_shot, 115.,gemma4-12b,gemma4-12b,False,115,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1086,correct,False
edge_count/0,edge_count,degree,zero_cot, 115.,gemma4-12b,gemma4-12b,False,115,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1223,correct,False
edge_count/0,edge_count,filler,zero_cot, 115.,gemma4-12b,gemma4-12b,False,1,True,0.0,0.0,114.0,False,ground_truth_file,,original,False,0.018,1501,wrong,False
edge_count/0,edge_count,none,zero_shot, 115.,gemma4-12b,gemma4-12b,False,105,True,0.0,0.0,10.0,False,ground_truth_file,,unaffected,False,0.018,1730,wrong,False
edge_count/0,edge_count,none,zero_cot, 115.,gemma4-12b,gemma4-12b,False,9,True,0.0,0.0,106.0,False,ground_truth_file,,unaffected,False,0.018,1518,wrong,False
edge_count/0,edge_count,rwse,zero_shot, 115.,gemma4-12b,gemma4-12b,False,110,True,0.0,0.0,5.0,False,ground_truth_file,,unaffected,False,0.018,1681,wrong,False
edge_count/0,edge_count,rwse,zero_cot, 115.,gemma4-12b,gemma4-12b,False,14,True,0.0,0.0,101.0,False,ground_truth_file,,unaffected,False,0.018,1464,wrong,False
edge_count/1,edge_count,all,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,932,correct,False
edge_count/1,edge_count,all,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,965,correct,False
edge_count/1,edge_count,clustering,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.148,938,correct,False
edge_count/1,edge_count,clustering,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.148,1774,correct,False
edge_count/1,edge_count,components,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,989,correct,False
edge_count/1,edge_count,components,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,1896,correct,False
edge_count/1,edge_count,degree,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,796,correct,False
edge_count/1,edge_count,degree,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1141,correct,False
edge_count/1,edge_count,filler,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,original,False,0.018,1531,correct,False
edge_count/1,edge_count,none,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,1493,correct,False
edge_count/1,edge_count,none,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,2011,correct,False
edge_count/1,edge_count,rwse,zero_shot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,1013,correct,False
edge_count/1,edge_count,rwse,zero_cot, 14.,gemma4-12b,gemma4-12b,False,14,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,1944,correct,False
edge_count/2,edge_count,all,zero_shot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,848,correct,False
edge_count/2,edge_count,all,zero_cot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,926,correct,False
edge_count/2,edge_count,clustering,zero_shot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.148,560,correct,False
edge_count/2,edge_count,clustering,zero_cot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.148,1005,correct,False
edge_count/2,edge_count,components,zero_shot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,672,correct,False
edge_count/2,edge_count,components,zero_cot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,1067,correct,False
edge_count/2,edge_count,degree,zero_shot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1002,correct,False
edge_count/2,edge_count,degree,zero_cot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1109,correct,False
edge_count/2,edge_count,filler,zero_cot, 2.,gemma4-12b,gemma4-12b,False,36,True,0.0,0.0,34.0,False,ground_truth_file,,original,False,0.018,1293,wrong,False
edge_count/2,edge_count,none,zero_shot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,528,correct,False
edge_count/2,edge_count,none,zero_cot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,677,correct,False
edge_count/2,edge_count,rwse,zero_shot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,531,correct,False
edge_count/2,edge_count,rwse,zero_cot, 2.,gemma4-12b,gemma4-12b,False,2,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,0.018,2084,correct,False
edge_count/3,edge_count,all,zero_shot, 32.,gemma4-12b,gemma4-12b,False,32,True,1.0,1.0,0.0,False,ground_truth_file,,unaffected,False,1.0,1721,correct,False
